strPHAtr_Phatr3_J43299.p1    GO:0005524,GO:0016021,GO:0055085,GO:0140359
strPHAtr_Phatr3_J43303.p1    GO:0003700,GO:0006355
strPHAtr_Phatr3_J43311.p1    GO:0005515
strPHAtr_Phatr3_J43312.p1    GO:0016491
strPHAtr_Phatr3_J43313.p1    GO:0005384,GO:0030026
strPHAtr_Phatr3_J43314.p1    GO:0005384,GO:0030026
strPHAtr_Phatr3_J43315.p1    GO:0009058,GO:0030170
strPHAtr_Phatr3_J43336.p1    GO:0005643
strPHAtr_Phatr3_J43342.p1    GO:0016020,GO:0016021
strPHAtr_Phatr3_J43347.p1    GO:0055085
strPHAtr_Phatr3_J43349.p1    GO:0005515
strPHAtr_Phatr3_J43359.p1    GO:0003676
strPHAtr_Phatr3_J43362.p1    GO:0000070,GO:0007062,GO:0008080,GO:0016407,GO:0045132
strPHAtr_Phatr3_J43363.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J43364.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J43374.p1    GO:0016702
strPHAtr_Phatr3_J43375.p1    GO:0008270
strPHAtr_Phatr3_J43378.p1    GO:0009190,GO:0035556
strPHAtr_Phatr3_J43382.p1    GO:0022857,GO:0055085
strPHAtr_Phatr3_J43386.p1    GO:0008146,GO:0016021
strPHAtr_Phatr3_J43387.p1    GO:0006400,GO:0016763
strPHAtr_Phatr3_J43394.p1    GO:0005227,GO:0016020
strPHAtr_Phatr3_J43401.p1    GO:0005515
strPHAtr_Phatr3_J43402.p1    GO:0006914
strPHAtr_Phatr3_J43406.p1    GO:0003676,GO:0005524
strPHAtr_Phatr3_J43413.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J43417.p1    GO:0006284
strPHAtr_Phatr3_J43422.p1    GO:0005515
strPHAtr_Phatr3_J43425.p1    GO:0071949
strPHAtr_Phatr3_J43429.p1    GO:0004107,GO:0009073
strPHAtr_Phatr3_J43430.p1    GO:0000413,GO:0003755
strPHAtr_Phatr3_J43431.p1    GO:0005515,GO:0036265
strPHAtr_Phatr3_J43432.p1    GO:0006508,GO:0008234
strPHAtr_Phatr3_J43435.p1    GO:0005515
strPHAtr_Phatr3_J43438.p1    GO:0009966
strPHAtr_Phatr3_J4344.p1    GO:0005515
strPHAtr_Phatr3_J43446.p1    GO:0006400,GO:0008176
strPHAtr_Phatr3_J43454.p1    GO:0003677
strPHAtr_Phatr3_J43463.p1    GO:0006629
strPHAtr_Phatr3_J43465.p1    GO:0008289
strPHAtr_Phatr3_J43466.p1    GO:0004497,GO:0005506,GO:0016705,GO:0020037
strPHAtr_Phatr3_J43467.p1    GO:0004497,GO:0005506,GO:0016705,GO:0020037
strPHAtr_Phatr3_J43469.p1    GO:0016747
strPHAtr_Phatr3_J43470.p1    GO:0016671
strPHAtr_Phatr3_J43474.p1    GO:0003677,GO:0005666,GO:0006383
strPHAtr_Phatr3_J43478.p1    GO:0005515
strPHAtr_Phatr3_J43479.p1    GO:0005515
strPHAtr_Phatr3_J43482.p1    GO:0016787
strPHAtr_Phatr3_J43486.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J43490.p1    GO:0016702
strPHAtr_Phatr3_J43493.p1    GO:0005869
strPHAtr_Phatr3_J43498.p1    GO:0005801,GO:0006886,GO:0016020
strPHAtr_Phatr3_J43510.p1    GO:0006629,GO:0008081
strPHAtr_Phatr3_J43517.p1    GO:0005515
strPHAtr_Phatr3_J43529.p1    GO:0003723,GO:0003729
strPHAtr_Phatr3_J43530.p1    GO:0005267,GO:0016020,GO:0071805
strPHAtr_Phatr3_J43532.p1    GO:0016021,GO:0016485
strPHAtr_Phatr3_J43537.p1    GO:0035556
strPHAtr_Phatr3_J43539.p1    GO:0004252,GO:0006890,GO:0016021
strPHAtr_Phatr3_J43551.p1    GO:0030163
strPHAtr_Phatr3_J43552.p1    GO:0006812,GO:0015299,GO:0016021,GO:0055085
strPHAtr_Phatr3_J43560.p1    GO:0018580
strPHAtr_Phatr3_J43562.p1    GO:0005506,GO:0016491
strPHAtr_Phatr3_J43564.p1    GO:0003684,GO:0005515,GO:0006289,GO:0043161
strPHAtr_Phatr3_J43565.p1    GO:0006397
strPHAtr_Phatr3_J43574.p1    GO:0005515,GO:0042254
strPHAtr_Phatr3_J43576.p1    GO:0000244,GO:0000398,GO:0046540
strPHAtr_Phatr3_J43579.p1    GO:0004519,GO:0006364,GO:0090730
strPHAtr_Phatr3_J43583.p1    GO:0016279
strPHAtr_Phatr3_J43586.p1    GO:0043087
strPHAtr_Phatr3_J43587.p1    GO:0003729,GO:0005515,GO:0006397
strPHAtr_Phatr3_J43604.p1    GO:0016614,GO:0050660
strPHAtr_Phatr3_J43609.p1    GO:0005515
strPHAtr_Phatr3_J43611.p1    GO:0022857,GO:0055085
strPHAtr_Phatr3_J43614.p1    GO:0000077,GO:0030896
strPHAtr_Phatr3_J43615.p1    GO:0016020,GO:0016757,GO:0030158,GO:0030166
strPHAtr_Phatr3_J43626.p1    GO:0005840,GO:0006364,GO:0043022
strPHAtr_Phatr3_J43627.p1    GO:0002098,GO:0033588
strPHAtr_Phatr3_J43638.p1    GO:0006281
strPHAtr_Phatr3_J43639.p1    GO:0006368,GO:0016570,GO:0016593
strPHAtr_Phatr3_J43641.p1    GO:0005085,GO:0016192
strPHAtr_Phatr3_J43646.p1    GO:0022857,GO:0055085
strPHAtr_Phatr3_J43649.p1    GO:0016491
strPHAtr_Phatr3_J43651.p1    GO:0005242,GO:0006813,GO:0016021
strPHAtr_Phatr3_J43654.p1    GO:0016021
strPHAtr_Phatr3_J43655.p1    GO:0005515
strPHAtr_Phatr3_J43657.p1    GO:0016021,GO:0032977
strPHAtr_Phatr3_J43658.p1    GO:0031204,GO:0031207
strPHAtr_Phatr3_J43664.p1    GO:0031262,GO:0051315
strPHAtr_Phatr3_J43673.p1    GO:0004252,GO:0016021
strPHAtr_Phatr3_J43677.p1    GO:0003723,GO:0004540
strPHAtr_Phatr3_J43678.p1    GO:0006629,GO:0016042,GO:0016787
strPHAtr_Phatr3_J43679.p1    GO:0005515
strPHAtr_Phatr3_J43682.p1    GO:0016491
strPHAtr_Phatr3_J43684.p1    GO:0016491,GO:0047834
strPHAtr_Phatr3_J43685.p1    GO:0000166
strPHAtr_Phatr3_J43693.p1    GO:0006886,GO:0017119
strPHAtr_Phatr3_J43694.p1    GO:0009166,GO:0016787
strPHAtr_Phatr3_J43697.p1    GO:0003824
strPHAtr_Phatr3_J43701.p1    GO:0005515
strPHAtr_Phatr3_J43703.p1    GO:0003677
strPHAtr_Phatr3_J43708.p1    GO:0005515
strPHAtr_Phatr3_J43709.p1    GO:0046872
strPHAtr_Phatr3_J43711.p1    GO:0003824,GO:0004518,GO:0006281
strPHAtr_Phatr3_J43713.p1    GO:0005515,GO:0005730,GO:0006364
strPHAtr_Phatr3_J43731.p1    GO:0008168,GO:0008171
strPHAtr_Phatr3_J43744.p1    GO:0003700,GO:0006355
strPHAtr_Phatr3_J43745.p1    GO:0006412,GO:0008168
strPHAtr_Phatr3_J43746.p1    GO:0005227
strPHAtr_Phatr3_J43748.p1    GO:0003824,GO:0004595,GO:0009058,GO:0015937
strPHAtr_Phatr3_J43754.p1    GO:0022857,GO:0055085
strPHAtr_Phatr3_J43759.p1    GO:0003714,GO:0045892
strPHAtr_Phatr3_J43764.p1    GO:0016491
strPHAtr_Phatr3_J43766.p1    GO:0005524,GO:0016301
strPHAtr_Phatr3_J43770.p1    GO:0016787,GO:0016831
strPHAtr_Phatr3_J43772.p1    GO:0005227,GO:0016020
strPHAtr_Phatr3_J43774.p1    GO:0005643
strPHAtr_Phatr3_J43785.p1    GO:0005247,GO:0006821,GO:0016020,GO:0055085
strPHAtr_Phatr3_J43786.p1    GO:0005515
strPHAtr_Phatr3_J43791.p1    GO:0016491
strPHAtr_Phatr3_J43802.p1    GO:0004386,GO:0005515
strPHAtr_Phatr3_J43813.p1    GO:0000398,GO:0003676,GO:0005634,GO:0008270
strPHAtr_Phatr3_J43819.p1    GO:0061630,GO:1990112,GO:1990116
strPHAtr_Phatr3_J43821.p1    GO:0003697,GO:0006301,GO:0006513,GO:0061630
strPHAtr_Phatr3_J43822.p1    GO:0006364
strPHAtr_Phatr3_J43826.p1    GO:0004114,GO:0007165,GO:0009190,GO:0035556
strPHAtr_Phatr3_J43828.p1    GO:0005216,GO:0005261,GO:0005886,GO:0006811,GO:0016020,GO:0055085
strPHAtr_Phatr3_J43835.p1    GO:0005515
strPHAtr_Phatr3_J43839.p1    GO:0016021
strPHAtr_Phatr3_J43840.p1    GO:0003723
strPHAtr_Phatr3_J43841.p1    GO:0000276,GO:0015078,GO:0015986
strPHAtr_Phatr3_J43850.p1    GO:0005515
strPHAtr_Phatr3_J43856.p1    GO:0006629
strPHAtr_Phatr3_J43859.p1    GO:0003723,GO:0006400
strPHAtr_Phatr3_J43871.p1    GO:0005092,GO:0007264
strPHAtr_Phatr3_J43872.p1    GO:0005515
strPHAtr_Phatr3_J43874.p1    GO:0015095,GO:0015693,GO:0016021
strPHAtr_Phatr3_J43878.p1    GO:0005216,GO:0005261,GO:0005886,GO:0006811,GO:0016020,GO:0055085
strPHAtr_Phatr3_J43887.p1    GO:0007030
strPHAtr_Phatr3_J43891.p1    GO:0005515
strPHAtr_Phatr3_J43896.p1    GO:0006508,GO:0030163
strPHAtr_Phatr3_J43897.p1    GO:0005509,GO:0005615
strPHAtr_Phatr3_J43900.p1    GO:0072546
strPHAtr_Phatr3_J43902.p1    GO:0005515
strPHAtr_Phatr3_J43904.p1    GO:0016491
strPHAtr_Phatr3_J43905.p1    GO:0003723,GO:0004386,GO:0032574,GO:0035194
strPHAtr_Phatr3_J43913.p1    GO:0005737,GO:0006914
strPHAtr_Phatr3_J43922.p1    GO:0031087
strPHAtr_Phatr3_J43924.p1    GO:0003725
strPHAtr_Phatr3_J43936.p1    GO:0005524,GO:0016887
strPHAtr_Phatr3_J43940.p1    GO:0003690,GO:0006355
strPHAtr_Phatr3_J43944.p1    GO:0051539
strPHAtr_Phatr3_J43946.p1    GO:0005515
strPHAtr_Phatr3_J43950.p1    GO:0006457,GO:0015031
strPHAtr_Phatr3_J43956.p1    GO:0000278,GO:0005634,GO:0007076,GO:0030261
strPHAtr_Phatr3_J43960.p1    GO:0000439,GO:0006289,GO:0006351
strPHAtr_Phatr3_J43968.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J43975.p1    GO:0005515
strPHAtr_Phatr3_J43976.p1    GO:0003697,GO:0003723,GO:0016070,GO:0043565
strPHAtr_Phatr3_J43990.p1    GO:0005515,GO:0006406
strPHAtr_Phatr3_J43994.p1    GO:0003689,GO:0005524,GO:0005663,GO:0006260,GO:0016887
strPHAtr_Phatr3_J44005.p1    GO:0046872
strPHAtr_Phatr3_J44011.p1    GO:0005515
strPHAtr_Phatr3_J44012.p1    GO:0009166,GO:0016787
strPHAtr_Phatr3_J44026.p1    GO:0006281,GO:0006307,GO:0035552,GO:0051213
strPHAtr_Phatr3_J44027.p1    GO:0016020,GO:0016021
strPHAtr_Phatr3_J44028.p1    GO:0006629
strPHAtr_Phatr3_J44029.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J44038.p1    GO:0003723,GO:0004000,GO:0006396
strPHAtr_Phatr3_J44040.p1    GO:0006493,GO:0016757
strPHAtr_Phatr3_J44044.p1    GO:0006511
strPHAtr_Phatr3_J44047.p1    GO:0005515
strPHAtr_Phatr3_J44050.p1    GO:0016471,GO:0042626,GO:1902600
strPHAtr_Phatr3_J44051.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J44055.p1    GO:0006396,GO:0008173
strPHAtr_Phatr3_J44056.p1    GO:0005506,GO:0009055,GO:0020037
strPHAtr_Phatr3_J44066.p1    GO:0046872
strPHAtr_Phatr3_J44084.p1    GO:0005085,GO:0007264
strPHAtr_Phatr3_J44086.p1    GO:0006891,GO:0030173
strPHAtr_Phatr3_J44088.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J44096.p1    GO:0003723
strPHAtr_Phatr3_J44099.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J44106.p1    GO:0016491
strPHAtr_Phatr3_J44108.p1    GO:0000439,GO:0006289,GO:0006355
strPHAtr_Phatr3_J44109.p1    GO:0005509,GO:0005544
strPHAtr_Phatr3_J44111.p1    GO:0015297,GO:0016020,GO:0042910,GO:0055085
strPHAtr_Phatr3_J44112.p1    GO:0015297,GO:0016020,GO:0042910,GO:0055085
strPHAtr_Phatr3_J44116.p1    GO:0005515
strPHAtr_Phatr3_J44117.p1    GO:0005783,GO:0006488,GO:0016758,GO:0042281
strPHAtr_Phatr3_J44118.p1    GO:0016020,GO:0016021
strPHAtr_Phatr3_J44122.p1    GO:0005515
strPHAtr_Phatr3_J44128.p1    GO:0005779,GO:0016559
strPHAtr_Phatr3_J44131.p1    GO:0004930,GO:0004965,GO:0007186,GO:0009166,GO:0016021,GO:0016787
strPHAtr_Phatr3_J44132.p1    GO:0018193
strPHAtr_Phatr3_J44133.p1    GO:0004930,GO:0007186,GO:0009166,GO:0016021,GO:0016787
strPHAtr_Phatr3_J44136.p1    GO:0003690,GO:0006355
strPHAtr_Phatr3_J44146.p1    GO:0006261
strPHAtr_Phatr3_J44149.p1    GO:0006812,GO:0015299,GO:0016021,GO:0055085
strPHAtr_Phatr3_J44151.p1    GO:0006511
strPHAtr_Phatr3_J44165.p1    GO:0005515,GO:0005524,GO:0005694,GO:0051276
strPHAtr_Phatr3_J44171.p1    GO:0061666,GO:0071569
strPHAtr_Phatr3_J44174.p1    GO:0005509,GO:0009166,GO:0016787
strPHAtr_Phatr3_J44177.p1    GO:0009166,GO:0016787
strPHAtr_Phatr3_J44181.p1    GO:0005515
strPHAtr_Phatr3_J44182.p1    GO:0016603,GO:0017186
strPHAtr_Phatr3_J44194.p1    GO:0016021
strPHAtr_Phatr3_J44196.p1    GO:0015074
strPHAtr_Phatr3_J44199.p1    GO:0006302,GO:0007095,GO:0030870
strPHAtr_Phatr3_J44200.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J44204.p1    GO:0005515
strPHAtr_Phatr3_J44216.p1    GO:0003924,GO:0005525
strPHAtr_Phatr3_J44222.p1    GO:0015297,GO:0016020,GO:0042910,GO:0055085
strPHAtr_Phatr3_J44224.p1    GO:0016021
strPHAtr_Phatr3_J44225.p1    GO:0003924,GO:0005525,GO:0005874,GO:0007017
strPHAtr_Phatr3_J44226.p1    GO:0016021
strPHAtr_Phatr3_J44229.p1    GO:0000045,GO:0000422
strPHAtr_Phatr3_J4423.p1    GO:0005515
strPHAtr_Phatr3_J44231.p1    GO:0006629
strPHAtr_Phatr3_J44232.p1    GO:0004176,GO:0004252,GO:0006508
strPHAtr_Phatr3_J44241.p1    GO:0008080,GO:0008168,GO:0032259
strPHAtr_Phatr3_J44251.p1    GO:0005509
strPHAtr_Phatr3_J44258.p1    GO:0016787
strPHAtr_Phatr3_J44270.p1    GO:0005515
strPHAtr_Phatr3_J44271.p1    GO:0005515
strPHAtr_Phatr3_J44291.p1    GO:0003735,GO:0005840,GO:0006412
strPHAtr_Phatr3_J44306.p1    GO:0004672,GO:0005524,GO:0006468,GO:0016791
strPHAtr_Phatr3_J44310.p1    GO:0016020,GO:0055085
strPHAtr_Phatr3_J44311.p1    GO:0008168
strPHAtr_Phatr3_J44313.p1    GO:0005515
strPHAtr_Phatr3_J44318.p1    GO:0000786,GO:0003677,GO:0006334
strPHAtr_Phatr3_J44323.p1    GO:0005515
strPHAtr_Phatr3_J44324.p1    GO:0003677,GO:0008270
strPHAtr_Phatr3_J44325.p1    GO:0008146,GO:0016021,GO:0016051
strPHAtr_Phatr3_J44326.p1    GO:0016757
strPHAtr_Phatr3_J44327.p1    GO:0016020,GO:0055085
strPHAtr_Phatr3_J44333.p1    GO:0000226,GO:0000922,GO:0005815,GO:0007020,GO:0043015
strPHAtr_Phatr3_J44334.p1    GO:0001522,GO:0003723,GO:0009451,GO:0009982
strPHAtr_Phatr3_J44335.p1    GO:0047834
strPHAtr_Phatr3_J44338.p1    GO:0016021,GO:0016757
strPHAtr_Phatr3_J44339.p1    GO:0016021,GO:0016757
strPHAtr_Phatr3_J44341.p1    GO:0005515
strPHAtr_Phatr3_J44342.p1    GO:0005515,GO:0019005,GO:0031146
strPHAtr_Phatr3_J44343.p1    GO:0045048
strPHAtr_Phatr3_J44348.p1    GO:0005509
strPHAtr_Phatr3_J44359.p1    GO:0008233
strPHAtr_Phatr3_J44360.p1    GO:0005515
strPHAtr_Phatr3_J44364.p1    GO:0000139,GO:0005801,GO:0006888,GO:0016021
strPHAtr_Phatr3_J44370.p1    GO:0016021
strPHAtr_Phatr3_J44373.p1    GO:0009019,GO:0030488
strPHAtr_Phatr3_J44382.p1    GO:0004176,GO:0004252,GO:0006508
strPHAtr_Phatr3_J44383.p1    GO:0005515
strPHAtr_Phatr3_J44384.p1    GO:0003868,GO:0009072,GO:0016701
strPHAtr_Phatr3_J44391.p1    GO:0004553,GO:0005975
strPHAtr_Phatr3_J44394.p1    GO:0006364,GO:0030688
strPHAtr_Phatr3_J44395.p1    GO:0003676
strPHAtr_Phatr3_J44399.p1    GO:0005515
strPHAtr_Phatr3_J44406.p1    GO:0004335,GO:0005524,GO:0006012,GO:0046835
strPHAtr_Phatr3_J44411.p1    GO:0016209
strPHAtr_Phatr3_J44417.p1    GO:0016491,GO:0071949
strPHAtr_Phatr3_J44421.p1    GO:0005515
strPHAtr_Phatr3_J44425.p1    GO:0005788,GO:0006488,GO:0016757,GO:0052917
strPHAtr_Phatr3_J44426.p1    GO:0000413,GO:0003676,GO:0003755
strPHAtr_Phatr3_J44427.p1    GO:0003824
strPHAtr_Phatr3_J44434.p1    GO:0005242,GO:0006813,GO:0016021
strPHAtr_Phatr3_J44438.p1    GO:0004222,GO:0016020,GO:0071586
strPHAtr_Phatr3_J44439.p1    GO:0006614,GO:0008312,GO:0048500
strPHAtr_Phatr3_J44442.p1    GO:0003676
strPHAtr_Phatr3_J44453.p1    GO:0003677,GO:0008270
strPHAtr_Phatr3_J44459.p1    GO:0003723,GO:0003743,GO:0006413
strPHAtr_Phatr3_J44463.p1    GO:0005634,GO:0006325,GO:0006355
strPHAtr_Phatr3_J44468.p1    GO:0003676
strPHAtr_Phatr3_J44473.p1    GO:0008146,GO:0018193
strPHAtr_Phatr3_J44482.p1    GO:0016491,GO:0030151
strPHAtr_Phatr3_J44489.p1    GO:0005743,GO:0005747
strPHAtr_Phatr3_J44492.p1    GO:0004042,GO:0005737,GO:0006526
strPHAtr_Phatr3_J44493.p1    GO:0005509
strPHAtr_Phatr3_J44500.p1    GO:0055085
strPHAtr_Phatr3_J44502.p1    GO:0003676
strPHAtr_Phatr3_J44505.p1    GO:0018193
strPHAtr_Phatr3_J44521.p1    GO:0006897,GO:0016020
strPHAtr_Phatr3_J44526.p1    GO:0004089,GO:0008270
strPHAtr_Phatr3_J44531.p1    GO:0004719,GO:0006464
strPHAtr_Phatr3_J44534.p1    GO:0000814,GO:0032509,GO:0043130
strPHAtr_Phatr3_J44535.p1    GO:0005216,GO:0005249,GO:0006811,GO:0006813,GO:0008076,GO:0016020,GO:0055085
strPHAtr_Phatr3_J44545.p1    GO:0005515
strPHAtr_Phatr3_J44546.p1    GO:0047834
strPHAtr_Phatr3_J44547.p1    GO:0005783,GO:0045047
strPHAtr_Phatr3_J44549.p1    GO:0016491
strPHAtr_Phatr3_J44556.p1    GO:0003755,GO:0005515
strPHAtr_Phatr3_J44561.p1    GO:0006368,GO:0016570,GO:0016593
strPHAtr_Phatr3_J44570.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J44571.p1    GO:0006511,GO:0031625
strPHAtr_Phatr3_J44574.p1    GO:0000030,GO:0016757
strPHAtr_Phatr3_J44578.p1    GO:0008146
strPHAtr_Phatr3_J44582.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J44584.p1    GO:0003824,GO:0004306,GO:0006646,GO:0009058
strPHAtr_Phatr3_J44585.p1    GO:0000413,GO:0003755
strPHAtr_Phatr3_J44586.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J44592.p1    GO:0005515
strPHAtr_Phatr3_J44595.p1    GO:0005515,GO:0007062,GO:0008278
strPHAtr_Phatr3_J44603.p1    GO:0015986,GO:0046933
strPHAtr_Phatr3_J44606.p1    GO:0005744,GO:0030150
strPHAtr_Phatr3_J44609.p1    GO:0005515
strPHAtr_Phatr3_J44610.p1    GO:0004852,GO:0006780,GO:0033014
strPHAtr_Phatr3_J44618.p1    GO:0003824,GO:0003852,GO:0009098
strPHAtr_Phatr3_J44622.p1    GO:0006629
strPHAtr_Phatr3_J44623.p1    GO:0005634,GO:0006338,GO:0006355,GO:0043486
strPHAtr_Phatr3_J44627.p1    GO:0003924,GO:0005525
strPHAtr_Phatr3_J44630.p1    GO:0016491
strPHAtr_Phatr3_J44631.p1    GO:0005794,GO:0016192,GO:0031267
strPHAtr_Phatr3_J44632.p1    GO:0000347,GO:0006397,GO:0006406
strPHAtr_Phatr3_J44638.p1    GO:0005764
strPHAtr_Phatr3_J44645.p1    GO:0006672,GO:0016021,GO:0016811
strPHAtr_Phatr3_J44652.p1    GO:0016491
strPHAtr_Phatr3_J44656.p1    GO:0035556
strPHAtr_Phatr3_J44664.p1    GO:0006508,GO:0008234,GO:0019784
strPHAtr_Phatr3_J44665.p1    GO:0022857,GO:0055085
strPHAtr_Phatr3_J44670.p1    GO:0004659,GO:0009234,GO:0016021,GO:0016765,GO:0046428
strPHAtr_Phatr3_J44684.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J44690.p1    GO:0008703,GO:0009231
strPHAtr_Phatr3_J44692.p1    GO:0005515
strPHAtr_Phatr3_J44694.p1    GO:0006508,GO:0008233
strPHAtr_Phatr3_J44695.p1    GO:0006508,GO:0008233
strPHAtr_Phatr3_J44700.p1    GO:0003700,GO:0006355
strPHAtr_Phatr3_J44704.p1    GO:0008418
strPHAtr_Phatr3_J44705.p1    GO:0006508,GO:0008233
strPHAtr_Phatr3_J44708.p1    GO:0005515
strPHAtr_Phatr3_J44709.p1    GO:0016757
strPHAtr_Phatr3_J44715.p1    GO:0006891,GO:0017119
strPHAtr_Phatr3_J44716.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J44719.p1    GO:0016491
strPHAtr_Phatr3_J44729.p1    GO:0003723
strPHAtr_Phatr3_J44733.p1    GO:0009765,GO:0016020
strPHAtr_Phatr3_J44745.p1    GO:0004843,GO:0008270,GO:0016579
strPHAtr_Phatr3_J44747.p1    GO:0005783,GO:0006511,GO:0061630
strPHAtr_Phatr3_J44748.p1    GO:0009644,GO:0009773
strPHAtr_Phatr3_J44749.p1    GO:0016925,GO:0019948
strPHAtr_Phatr3_J44750.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J44751.p1    GO:0003676,GO:0004523
strPHAtr_Phatr3_J44756.p1    GO:0005524,GO:0016020,GO:0140359
strPHAtr_Phatr3_J44757.p1    GO:0031151,GO:0034729,GO:0051726
strPHAtr_Phatr3_J44758.p1    GO:0016021,GO:0022857
strPHAtr_Phatr3_J44759.p1    GO:0004100,GO:0016758
strPHAtr_Phatr3_J44765.p1    GO:0005634
strPHAtr_Phatr3_J44770.p1    GO:0016491
strPHAtr_Phatr3_J44773.p1    GO:0000339,GO:0005846,GO:0016070,GO:0045292,GO:0051028
strPHAtr_Phatr3_J44776.p1    GO:0007030,GO:0015031,GO:0016020
strPHAtr_Phatr3_J44779.p1    GO:0019903,GO:0043666
strPHAtr_Phatr3_J44782.p1    GO:0016301,GO:0032958
strPHAtr_Phatr3_J44790.p1    GO:0000026,GO:0004376,GO:0006506,GO:0016757
strPHAtr_Phatr3_J44792.p1    GO:0005515
strPHAtr_Phatr3_J44797.p1    GO:0006352
strPHAtr_Phatr3_J44801.p1    GO:0008080
strPHAtr_Phatr3_J44806.p1    GO:0016301
strPHAtr_Phatr3_J44809.p1    GO:0003697,GO:0006974,GO:0018142
strPHAtr_Phatr3_J44818.p1    GO:0006508,GO:0008234
strPHAtr_Phatr3_J44833.p1    GO:0003746,GO:0003924,GO:0005525,GO:0006414
strPHAtr_Phatr3_J44836.p1    GO:0046872
strPHAtr_Phatr3_J44839.p1    GO:0046872
strPHAtr_Phatr3_J44844.p1    GO:0001522,GO:0003723,GO:0009451,GO:0009982
strPHAtr_Phatr3_J44850.p1    GO:0004722,GO:0006470,GO:0016791
strPHAtr_Phatr3_J44858.p1    GO:0007059,GO:0031262
strPHAtr_Phatr3_J44863.p1    GO:0003676,GO:0003723,GO:0004654,GO:0006402
strPHAtr_Phatr3_J44868.p1    GO:0005737,GO:0006508,GO:0019538,GO:0030145,GO:0070006
strPHAtr_Phatr3_J44871.p1    GO:0015267,GO:0016020,GO:0055085
strPHAtr_Phatr3_J44877.p1    GO:0003676
strPHAtr_Phatr3_J44878.p1    GO:0005669
strPHAtr_Phatr3_J44884.p1    GO:0005975
strPHAtr_Phatr3_J44885.p1    GO:0004842
strPHAtr_Phatr3_J44886.p1    GO:0005515
strPHAtr_Phatr3_J44888.p1    GO:0015297,GO:0016020,GO:0042910,GO:0055085
strPHAtr_Phatr3_J44900.p1    GO:0006629,GO:0008081
strPHAtr_Phatr3_J44902.p1    GO:0004071,GO:0005737,GO:0006529
strPHAtr_Phatr3_J44905.p1    GO:0016758
strPHAtr_Phatr3_J44906.p1    GO:0006189,GO:0008864,GO:0009058,GO:0016742
strPHAtr_Phatr3_J44910.p1    GO:0003684,GO:0006281
strPHAtr_Phatr3_J44917.p1    GO:0003700,GO:0006355,GO:0043565
strPHAtr_Phatr3_J44929.p1    GO:0005515
strPHAtr_Phatr3_J44930.p1    GO:0005524,GO:0046872
strPHAtr_Phatr3_J44935.p1    GO:0005515,GO:0008270
strPHAtr_Phatr3_J44942.p1    GO:0006417,GO:0019887,GO:0019901,GO:0033674,GO:0043022
strPHAtr_Phatr3_J44947.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J44950.p1    GO:0022857
strPHAtr_Phatr3_J44951.p1    GO:0016020
strPHAtr_Phatr3_J44955.p1    GO:0016114,GO:0046429
strPHAtr_Phatr3_J44959.p1    GO:0005515
strPHAtr_Phatr3_J44961.p1    GO:0006777,GO:0032324
strPHAtr_Phatr3_J44962.p1    GO:0046983
strPHAtr_Phatr3_J44963.p1    GO:0006355,GO:0046983
strPHAtr_Phatr3_J44967.p1    GO:0005515
strPHAtr_Phatr3_J44968.p1    GO:0016787
strPHAtr_Phatr3_J44969.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J44973.p1    GO:0005515
strPHAtr_Phatr3_J44975.p1    GO:0016021,GO:0016757
strPHAtr_Phatr3_J44979.p1    GO:0016857
strPHAtr_Phatr3_J44981.p1    GO:0003684,GO:0003906,GO:0006284,GO:0008270,GO:0016799,GO:0019104
strPHAtr_Phatr3_J45008.p1    GO:0004672,GO:0005524,GO:0006468
strPHAtr_Phatr3_J45009.p1    GO:0000124,GO:0005669,GO:0006367,GO:0016251,GO:0046695
strPHAtr_Phatr3_J45013.p1    GO:0003676,GO:0005515,GO:0006139,GO:0008408
strPHAtr_Phatr3_J45017.p1    GO:0004450,GO:0006099
strPHAtr_Phatr3_J45020.p1    GO:0005515
strPHAtr_Phatr3_J45024.p1    GO:0008146
strPHAtr_Phatr3_J45039.p1    GO:0000009
strPHAtr_Phatr3_J45059.p1    GO:0008146,GO:0016021
